0		0.00
0	AAAA	102.18
1	AAAB	101.49
2	AAAC	188.30
3	AAAD	117.50
4	AAAE	189.02
5	AAAF	185.84
6	AAAG	118.01
7	AAAH	110.95
8	AAAI	122.94
9	AAAJ	166.76
10	AAAK	142.83
11	AAAL	187.19
12	AAAM	137.97
13	AAAN	178.27
14	AAAO	159.26
15	AAAP	171.61
16	AAAQ	157.52
17	AAAR	127.03
18	AAAS	182.40
19	AAAT	121.14
20	AAAU	133.44
21	AAAV	116.73
22	AAAW	119.03
23	AAAX	150.26
24	AAAY	167.97
25	AAAZ	181.25
26	AAAa	167.48
27	AAAb	197.23
28	AAAc	149.79
29	AAAd	145.12
30	AAAe	150.37
31	AAAf	185.55
32	AAAg	120.94
33	AAAh	176.43
34	AAAi	122.41
35	AAAj	139.71
36	AAAk	197.32
37	AAAl	195.31
38	AAAm	120.39
39	AAAn	136.06
40	AAAo	180.72
41	AAAp	113.67
42	AAAq	158.32
43	AAAr	153.74
44	AAAs	167.65
45	AAAt	149.41
46	AAAu	154.29
47	AAAv	193.83
48	AAAw	185.71
49	AAAx	179.51
50	AAAy	169.33
51	AAAz	192.39
52	AABA	122.67
53	AABB	148.95
54	AABC	138.34
55	AABD	101.78
56	AABE	155.23
57	AABF	143.75
58	AABG	157.75
59	AABH	100.82
60	AABI	100.13
61	AABJ	103.36
62	AABK	182.54
63	AABL	161.30
64	AABM	170.90
65	AABN	140.61
66	AABO	132.18
67	AABP	131.62
68	AABQ	156.99
69	AABR	108.57
70	AABS	122.58
71	AABT	167.52
72	AABU	149.91
73	AABV	186.92
74	AABW	166.36
75	AABX	158.22
76	AABY	104.43
77	AABZ	184.21
78	AABa	126.63
79	AABb	142.83
80	AABc	128.43
81	AABd	176.01
82	AABe	123.48
83	AABf	169.59
84	AABg	109.18
85	AABh	173.38
86	AABi	105.84
87	AABj	155.12
88	AABk	179.33
89	AABl	173.75
90	AABm	136.69
91	AABn	147.88
92	AABo	157.15
93	AABp	183.74
94	AABq	127.12
95	AABr	156.62
96	AABs	106.58
